id,houseLink,pictureurl,area,road,size,totlefloor,floor,year,room,hall,bath,totalprice,unitprice
60758M,https://www.sinyi.com.tw/buy/house/60758M/?breadcrumb=list,https://res.sinyi.com.tw/buy/60758M/smallimg/A.JPG,中正區,汀州路一段,22.44,12,1,33.1,1,1,1,2580,114.97
90399L,https://www.sinyi.com.tw/buy/house/90399L/?breadcrumb=list,https://res.sinyi.com.tw/buy/90399L/smallimg/A.JPG,北投區,行義路,55.53,7,1,36.2,4,2,2,3588,64.61
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/17948D/smallimg/A.JPG,信義區,松山路,23.91,4,1,50.2,3,1,2,2680,112.09
32164R,https://www.sinyi.com.tw/buy/house/32164R/?breadcrumb=list,https://res.sinyi.com.tw/buy/32164R/smallimg/A.JPG,大安區,建國南路一段,47.7,12,7,44.4,1,2,2,3981,83.46
61992P,https://www.sinyi.com.tw/buy/house/61992P/?breadcrumb=list,https://res.sinyi.com.tw/buy/61992P/smallimg/A.JPG,中山區,松江路,22.66,12,5,43.4,2,2,2,1560,68.84
08781J,https://www.sinyi.com.tw/buy/house/08781J/?breadcrumb=list,https://res.sinyi.com.tw/buy/08781J/smallimg/A.JPG,北投區,明德路,35.27,5,5,35.3,3,2,2,1980,56.14
91061K,https://www.sinyi.com.tw/buy/house/91061K/?breadcrumb=list,https://res.sinyi.com.tw/buy/91061K/smallimg/A.JPG,大安區,四維路,25.24,19,2,35.8,1,2,1,1588,62.92
09113S,https://www.sinyi.com.tw/buy/house/09113S/?breadcrumb=list,https://res.sinyi.com.tw/buy/09113S/smallimg/A.JPG,中正區,仁愛路二段,23.45,5,1,30.2,2,1,2,2380,101.49
84798M,https://www.sinyi.com.tw/buy/house/84798M/?breadcrumb=list,https://res.sinyi.com.tw/buy/84798M/smallimg/A.JPG,大安區,忠孝東路四段,23.12,14,4,44.4,2,2,1,2588,111.94
19999T,https://www.sinyi.com.tw/buy/house/19999T/?breadcrumb=list,https://res.sinyi.com.tw/buy/19999T/smallimg/A.JPG,北投區,新民路,29.09,5,1,4.4,2,1,1,1780,61.19
34696A,https://www.sinyi.com.tw/buy/house/34696A/?breadcrumb=list,https://res.sinyi.com.tw/buy/34696A/smallimg/A.JPG,中山區,建國北路二段,100.72,15,14,11.4,3,3,2,13500,134.03
26514W,https://www.sinyi.com.tw/buy/house/26514W/?breadcrumb=list,https://res.sinyi.com.tw/buy/26514W/smallimg/A.JPG,文山區,木柵路一段,25.49,4,1,43.5,3,2,1,1780,69.83
10387P,https://www.sinyi.com.tw/buy/house/10387P/?breadcrumb=list,https://res.sinyi.com.tw/buy/10387P/smallimg/A.JPG,中山區,民權東路一段,82.67,16,6,5.7,3,2,2,6480,78.38
37478A,https://www.sinyi.com.tw/buy/house/37478A/?breadcrumb=list,https://res.sinyi.com.tw/buy/37478A/smallimg/A.JPG,萬華區,康定路,17.64,26,13,4.9,1,1,1,1388,78.68
46764D,https://www.sinyi.com.tw/buy/house/46764D/?breadcrumb=list,https://res.sinyi.com.tw/buy/46764D/smallimg/A.JPG,中山區,吉林路,40.31,4,2,49.5,4,2,2,3988,98.93
19797N,https://www.sinyi.com.tw/buy/house/19797N/?breadcrumb=list,https://res.sinyi.com.tw/buy/19797N/smallimg/A.JPG,文山區,新光路一段,28.1,5,5,39.9,6,1,4,1880,66.9
28018K,https://www.sinyi.com.tw/buy/house/28018K/?breadcrumb=list,https://res.sinyi.com.tw/buy/28018K/smallimg/A.JPG,中山區,建國北路一段,36.09,13,9,11.0,1,2,1,2680,74.26
96931R,https://www.sinyi.com.tw/buy/house/96931R/?breadcrumb=list,https://res.sinyi.com.tw/buy/96931R/smallimg/A.JPG,大同區,保安街,20.35,4,3,45.8,2,1,1,3100,152.33
72387L,https://www.sinyi.com.tw/buy/house/72387L/?breadcrumb=list,https://res.sinyi.com.tw/buy/72387L/smallimg/A.JPG,北投區,大度路三段,87.78,14,14,19.0,3,2,2,3780,43.06
99257T,https://www.sinyi.com.tw/buy/house/99257T/?breadcrumb=list,https://res.sinyi.com.tw/buy/99257T/smallimg/A.JPG,中山區,北安路,71.61,9,2,23.4,3,2,2,5800,80.99
08811K,https://www.sinyi.com.tw/buy/house/08811K/?breadcrumb=list,https://res.sinyi.com.tw/buy/08811K/smallimg/A.JPG,大同區,華陰街,31.69,15,11,9.3,2,1,1,2780,87.72
40343X,https://www.sinyi.com.tw/buy/house/40343X/?breadcrumb=list,https://res.sinyi.com.tw/buy/40343X/smallimg/A.JPG,中山區,敬業三路,46.96,8,1,20.7,3,2,2,3500,74.53
20970E,https://www.sinyi.com.tw/buy/house/20970E/?breadcrumb=list,https://res.sinyi.com.tw/buy/20970E/smallimg/A.JPG,中正區,重慶南路三段,38.33,4,2,45.4,8,1,2,3300,86.09
65352S,https://www.sinyi.com.tw/buy/house/65352S/?breadcrumb=list,https://res.sinyi.com.tw/buy/65352S/smallimg/A.JPG,信義區,基隆路一段,25.19,13,4,7.3,2,2,5,2580,102.42
60174W,https://www.sinyi.com.tw/buy/house/60174W/?breadcrumb=list,https://res.sinyi.com.tw/buy/60174W/smallimg/A.JPG,信義區,基隆路一段,46.91,12,9,37.6,3,2,2,4458,95.03
95157N,https://www.sinyi.com.tw/buy/house/95157N/?breadcrumb=list,https://res.sinyi.com.tw/buy/95157N/smallimg/A.JPG,北投區,明德路,34.82,5,3,41.0,5,1,5,2100,60.31
08277Z,https://www.sinyi.com.tw/buy/house/08277Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/08277Z/smallimg/A.JPG,北投區,大度路三段,77.32,19,3,9.1,3,2,2,3988,51.58
59238E,https://www.sinyi.com.tw/buy/house/59238E/?breadcrumb=list,https://res.sinyi.com.tw/buy/59238E/smallimg/A.JPG,士林區,至善路三段,36.97,2,1,38.3,3,2,2,1560,42.2
73282D,https://www.sinyi.com.tw/buy/house/73282D/?breadcrumb=list,https://res.sinyi.com.tw/buy/73282D/smallimg/A.JPG,內湖區,金豐街,51.65,10,9,10.3,2,2,2,2750,53.24
01106J,https://www.sinyi.com.tw/buy/house/01106J/?breadcrumb=list,https://res.sinyi.com.tw/buy/01106J/smallimg/A.JPG,南港區,經貿二路,61.2,12,2,12.7,4,2,2,5200,84.97
82641R,https://www.sinyi.com.tw/buy/house/82641R/?breadcrumb=list,https://res.sinyi.com.tw/buy/82641R/smallimg/A.JPG,北投區,中和街,17.76,7,3,5.0,1,1,1,925,52.08
29754W,https://www.sinyi.com.tw/buy/house/29754W/?breadcrumb=list,https://res.sinyi.com.tw/buy/29754W/smallimg/A.JPG,中正區,濟南路二段,17.4,10,6,19.3,1,1,1,1688,97.01
70612F,https://www.sinyi.com.tw/buy/house/70612F/?breadcrumb=list,https://res.sinyi.com.tw/buy/70612F/smallimg/A.JPG,大同區,承德路三段,31.84,5,4,37.5,2,1,2,1980,62.19
22456D,https://www.sinyi.com.tw/buy/house/22456D/?breadcrumb=list,https://res.sinyi.com.tw/buy/22456D/smallimg/A.JPG,信義區,吳興街,32.0,11,5,7.2,1,1,2,1978,61.81
20949Y,https://www.sinyi.com.tw/buy/house/20949Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/20949Y/smallimg/A.JPG,士林區,德行東路,35.92,4,2,46.8,4,2,2,2980,82.96
04647F,https://www.sinyi.com.tw/buy/house/04647F/?breadcrumb=list,https://res.sinyi.com.tw/buy/04647F/smallimg/A.JPG,士林區,德行東路,41.09,7,5,21.4,3,2,2,2980,72.52
81610J,https://www.sinyi.com.tw/buy/house/81610J/?breadcrumb=list,https://res.sinyi.com.tw/buy/81610J/smallimg/A.JPG,中山區,林森北路,36.02,4,1,54.4,1,1,1,3988,110.72
33523A,https://www.sinyi.com.tw/buy/house/33523A/?breadcrumb=list,https://res.sinyi.com.tw/buy/33523A/smallimg/A.JPG,大同區,歸綏街,93.25,10,10,41.5,8,8,8,6488,69.58
69629L,https://www.sinyi.com.tw/buy/house/69629L/?breadcrumb=list,https://res.sinyi.com.tw/buy/69629L/smallimg/A.JPG,大同區,歸綏街,46.68,10,10,41.5,4,4,4,3125,66.95
29470X,https://www.sinyi.com.tw/buy/house/29470X/?breadcrumb=list,https://res.sinyi.com.tw/buy/29470X/smallimg/A.JPG,大安區,和平東路一段,64.66,10,9,40.1,6,1,1,5688,87.97
07427A,https://www.sinyi.com.tw/buy/house/07427A/?breadcrumb=list,https://res.sinyi.com.tw/buy/07427A/smallimg/A.JPG,南港區,經貿二路,100.4,21,3,6.3,4,2,3,8800,87.65
96739N,https://www.sinyi.com.tw/buy/house/96739N/?breadcrumb=list,https://res.sinyi.com.tw/buy/96739N/smallimg/A.JPG,信義區,信義路五段,75.06,14,7,22.4,3,2,2,7980,106.31
79961N,https://www.sinyi.com.tw/buy/house/79961N/?breadcrumb=list,https://res.sinyi.com.tw/buy/79961N/smallimg/A.JPG,中山區,林森北路,13.66,7,4,13.1,1,1,1,1000,73.21
18986T,https://www.sinyi.com.tw/buy/house/18986T/?breadcrumb=list,https://res.sinyi.com.tw/buy/18986T/smallimg/A.JPG,士林區,克強路,33.58,5,4,40.0,5,1,5,2580,76.83
86803T,https://www.sinyi.com.tw/buy/house/86803T/?breadcrumb=list,https://res.sinyi.com.tw/buy/86803T/smallimg/A.JPG,松山區,南京東路四段,79.0,14,14,37.1,8,2,5,6900,87.34
01998U,https://www.sinyi.com.tw/buy/house/01998U/?breadcrumb=list,https://res.sinyi.com.tw/buy/01998U/smallimg/A.JPG,北投區,吉利街,40.37,8,7,24.5,3,2,2,2680,66.39
53074T,https://www.sinyi.com.tw/buy/house/53074T/?breadcrumb=list,https://res.sinyi.com.tw/buy/53074T/smallimg/A.JPG,中山區,錦州街,25.28,4,1,51.8,1,1,1,2950,116.69
22725E,https://www.sinyi.com.tw/buy/house/22725E/?breadcrumb=list,https://res.sinyi.com.tw/buy/22725E/smallimg/A.JPG,士林區,福港街,26.95,4,1,43.0,2,2,1,2480,92.02
96251K,https://www.sinyi.com.tw/buy/house/96251K/?breadcrumb=list,https://res.sinyi.com.tw/buy/96251K/smallimg/A.JPG,大安區,安和路二段,35.71,5,3,31.6,3,2,2,3150,88.21
89365T,https://www.sinyi.com.tw/buy/house/89365T/?breadcrumb=list,https://res.sinyi.com.tw/buy/89365T/smallimg/A.JPG,內湖區,新富街,127.7,14,7,8.8,4,2,5,10600,83.01
48806Z,https://www.sinyi.com.tw/buy/house/48806Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/48806Z/smallimg/A.JPG,中山區,中山北路三段,144.66,11,3,28.6,3,1,1,10800,74.66
07415Q,https://www.sinyi.com.tw/buy/house/07415Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/07415Q/smallimg/A.JPG,大安區,仁愛路四段,56.19,14,6,41.0,5,2,2,7940,141.31
99240R,https://www.sinyi.com.tw/buy/house/99240R/?breadcrumb=list,https://res.sinyi.com.tw/buy/99240R/smallimg/A.JPG,士林區,承德路四段,10.77,5,5,50.5,1,1,0,660,61.28
18887R,https://www.sinyi.com.tw/buy/house/18887R/?breadcrumb=list,https://res.sinyi.com.tw/buy/18887R/smallimg/A.JPG,大同區,延平北路三段,24.81,4,2,50.9,2,2,2,1780,71.75
43967D,https://www.sinyi.com.tw/buy/house/43967D/?breadcrumb=list,https://res.sinyi.com.tw/buy/43967D/smallimg/A.JPG,士林區,延平北路六段,17.51,3,2,21.3,2,1,1,930,53.11
73225U,https://www.sinyi.com.tw/buy/house/73225U/?breadcrumb=list,https://res.sinyi.com.tw/buy/73225U/smallimg/A.JPG,大安區,復興南路一段,30.46,5,4,43.4,3,1,1,3000,98.49
99734A,https://www.sinyi.com.tw/buy/house/99734A/?breadcrumb=list,https://res.sinyi.com.tw/buy/99734A/smallimg/A.JPG,信義區,松德路,29.64,5,5,42.6,3,2,2,1820,61.4
05349L,https://www.sinyi.com.tw/buy/house/05349L/?breadcrumb=list,https://res.sinyi.com.tw/buy/05349L/smallimg/A.JPG,萬華區,雙園街,13.76,2,1,54.1,2,2,0,1380,100.29
45951T,https://www.sinyi.com.tw/buy/house/45951T/?breadcrumb=list,https://res.sinyi.com.tw/buy/45951T/smallimg/A.JPG,士林區,中山北路七段,35.52,1,1,59.8,3,2,1,10546,296.9
17689C,https://www.sinyi.com.tw/buy/house/17689C/?breadcrumb=list,https://res.sinyi.com.tw/buy/17689C/smallimg/A.JPG,中正區,青島東路,69.91,7,3,46.3,4,1,1,5888,84.22
39698V,https://www.sinyi.com.tw/buy/house/39698V/?breadcrumb=list,https://res.sinyi.com.tw/buy/39698V/smallimg/A.JPG,中山區,基湖路,157.59,11,2,18.1,1,2,2,17800,112.95
56394Y,https://www.sinyi.com.tw/buy/house/56394Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/56394Y/smallimg/A.JPG,萬華區,桂林路,35.69,14,3,15.6,2,2,1,1920,53.8
91810Y,https://www.sinyi.com.tw/buy/house/91810Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/91810Y/smallimg/A.JPG,中山區,長安東路二段,45.49,12,5,32.4,3,2,2,2688,59.09
73249R,https://www.sinyi.com.tw/buy/house/73249R/?breadcrumb=list,https://res.sinyi.com.tw/buy/73249R/smallimg/A.JPG,士林區,基河路,15.21,13,13,22.3,1,1,1,1588,104.4
87386U,https://www.sinyi.com.tw/buy/house/87386U/?breadcrumb=list,https://res.sinyi.com.tw/buy/87386U/smallimg/A.JPG,內湖區,麗山街,32.19,4,4,43.3,4,2,2,2400,74.56
34513Z,https://www.sinyi.com.tw/buy/house/34513Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/34513Z/smallimg/A.JPG,信義區,逸仙路,43.06,12,7,36.1,3,2,2,7188,166.93
57802M,https://www.sinyi.com.tw/buy/house/57802M/?breadcrumb=list,https://res.sinyi.com.tw/buy/57802M/smallimg/A.JPG,大安區,光復南路,22.33,14,14,12.7,1,1,1,2998,134.26
61697F,https://www.sinyi.com.tw/buy/house/61697F/?breadcrumb=list,https://res.sinyi.com.tw/buy/61697F/smallimg/A.JPG,北投區,行義路,45.37,7,5,36.1,3,2,2,1980,43.64
21500L,https://www.sinyi.com.tw/buy/house/21500L/?breadcrumb=list,https://res.sinyi.com.tw/buy/21500L/smallimg/A.JPG,大安區,羅斯福路三段,86.32,12,10,40.2,5,3,2,7736,89.62
45677A,https://www.sinyi.com.tw/buy/house/45677A/?breadcrumb=list,https://res.sinyi.com.tw/buy/45677A/smallimg/A.JPG,大安區,建國南路一段,28.3,4,1,49.8,2,2,2,4888,172.72
99530E,https://www.sinyi.com.tw/buy/house/99530E/?breadcrumb=list,https://res.sinyi.com.tw/buy/99530E/smallimg/A.JPG,中正區,金山南路一段,41.23,7,3,37.1,4,2,2,3780,91.68
94883Q,https://www.sinyi.com.tw/buy/house/94883Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/94883Q/smallimg/A.JPG,士林區,至善路二段,145.94,16,2,24.7,6,3,6,9900,67.84
83272N,https://www.sinyi.com.tw/buy/house/83272N/?breadcrumb=list,https://res.sinyi.com.tw/buy/83272N/smallimg/A.JPG,士林區,至善路二段,70.72,16,2,24.7,4,1,3,5080,71.83
02941F,https://www.sinyi.com.tw/buy/house/02941F/?breadcrumb=list,https://res.sinyi.com.tw/buy/02941F/smallimg/A.JPG,士林區,至善路二段,75.22,16,2,24.7,2,2,3,5060,67.27
86019A,https://www.sinyi.com.tw/buy/house/86019A/?breadcrumb=list,https://res.sinyi.com.tw/buy/86019A/smallimg/A.JPG,信義區,逸仙路,48.99,7,2,39.9,3,2,2,5200,106.14
42263W,https://www.sinyi.com.tw/buy/house/42263W/?breadcrumb=list,https://res.sinyi.com.tw/buy/42263W/smallimg/A.JPG,松山區,民生東路三段,40.0,7,2,40.2,3,2,2,3300,82.5
81452H,https://www.sinyi.com.tw/buy/house/81452H/?breadcrumb=list,https://res.sinyi.com.tw/buy/81452H/smallimg/A.JPG,大同區,華陰街,49.1,13,4,8.1,1,2,2,4250,86.56
90711K,https://www.sinyi.com.tw/buy/house/90711K/?breadcrumb=list,https://res.sinyi.com.tw/buy/90711K/smallimg/A.JPG,士林區,中山北路七段,63.69,7,4,43.8,4,2,2,3988,62.62
51650T,https://www.sinyi.com.tw/buy/house/51650T/?breadcrumb=list,https://res.sinyi.com.tw/buy/51650T/smallimg/A.JPG,中山區,林森北路,25.01,8,2,6.5,1,1,1,1530,61.18
31812T,https://www.sinyi.com.tw/buy/house/31812T/?breadcrumb=list,https://res.sinyi.com.tw/buy/31812T/smallimg/A.JPG,中山區,農安街,16.65,14,13,11.7,1,1,1,1735,104.2
18616P,https://www.sinyi.com.tw/buy/house/18616P/?breadcrumb=list,https://res.sinyi.com.tw/buy/18616P/smallimg/A.JPG,信義區,吳興街,36.47,5,5,31.4,3,2,2,2395,65.67
87722M,https://www.sinyi.com.tw/buy/house/87722M/?breadcrumb=list,https://res.sinyi.com.tw/buy/87722M/smallimg/A.JPG,士林區,至善路二段,37.17,5,5,5.5,1,1,1,2880,77.48
11694S,https://www.sinyi.com.tw/buy/house/11694S/?breadcrumb=list,https://res.sinyi.com.tw/buy/11694S/smallimg/A.JPG,信義區,信義路五段,15.04,19,17,11.7,1,1,1,1980,131.65
88315J,https://www.sinyi.com.tw/buy/house/88315J/?breadcrumb=list,https://res.sinyi.com.tw/buy/88315J/smallimg/A.JPG,大安區,市民大道四段,11.61,7,6,33.8,1,1,1,1158,99.74
89645T,https://www.sinyi.com.tw/buy/house/89645T/?breadcrumb=list,https://res.sinyi.com.tw/buy/89645T/smallimg/A.JPG,松山區,南京東路五段,16.77,18,4,12.0,1,1,1,1660,98.99
18907Y,https://www.sinyi.com.tw/buy/house/18907Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/18907Y/smallimg/A.JPG,信義區,松平路,57.36,7,4,12.9,2,2,2,5800,101.12
53796N,https://www.sinyi.com.tw/buy/house/53796N/?breadcrumb=list,https://res.sinyi.com.tw/buy/53796N/smallimg/A.JPG,大安區,基隆路二段,31.87,12,12,39.7,2,2,2,2488,78.07
74785B,https://www.sinyi.com.tw/buy/house/74785B/?breadcrumb=list,https://res.sinyi.com.tw/buy/74785B/smallimg/A.JPG,萬華區,大理街,19.91,14,3,5.4,1,1,1,1428,71.72
68625B,https://www.sinyi.com.tw/buy/house/68625B/?breadcrumb=list,https://res.sinyi.com.tw/buy/68625B/smallimg/A.JPG,南港區,經貿二路,103.53,9,4,12.8,3,2,2,8600,83.07
18245U,https://www.sinyi.com.tw/buy/house/18245U/?breadcrumb=list,https://res.sinyi.com.tw/buy/18245U/smallimg/A.JPG,中山區,南京東路二段,19.51,18,12,10.5,1,1,1,1998,102.41
41920Z,https://www.sinyi.com.tw/buy/house/41920Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/41920Z/smallimg/A.JPG,內湖區,新富街,127.11,14,5,8.8,3,2,3,8150,64.12
23617Y,https://www.sinyi.com.tw/buy/house/23617Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/23617Y/smallimg/A.JPG,中山區,松江路,11.33,12,5,43.4,1,1,1,777,68.58
35908B,https://www.sinyi.com.tw/buy/house/35908B/?breadcrumb=list,https://res.sinyi.com.tw/buy/35908B/smallimg/A.JPG,中山區,松江路,11.33,12,5,43.4,1,1,1,788,69.55
26878D,https://www.sinyi.com.tw/buy/house/26878D/?breadcrumb=list,https://res.sinyi.com.tw/buy/26878D/smallimg/A.JPG,萬華區,開封街二段,13.04,16,16,25.3,1,1,1,870,66.72
41792K,https://www.sinyi.com.tw/buy/house/41792K/?breadcrumb=list,https://res.sinyi.com.tw/buy/41792K/smallimg/A.JPG,士林區,菁山路,69.75,5,1,11.8,2,2,2,4988,71.51
91863S,https://www.sinyi.com.tw/buy/house/91863S/?breadcrumb=list,https://res.sinyi.com.tw/buy/91863S/smallimg/A.JPG,萬華區,峨眉街,16.12,9,9,43.7,2,1,1,1488,92.31
60783U,https://www.sinyi.com.tw/buy/house/60783U/?breadcrumb=list,https://res.sinyi.com.tw/buy/60783U/smallimg/A.JPG,中正區,重慶南路三段,8.46,12,6,12.3,1,1,1,685,80.97
51463X,https://www.sinyi.com.tw/buy/house/51463X/?breadcrumb=list,https://res.sinyi.com.tw/buy/51463X/smallimg/A.JPG,士林區,忠義街,22.33,7,1,36.3,1,1,1,2850,127.63
67505L,https://www.sinyi.com.tw/buy/house/67505L/?breadcrumb=list,https://res.sinyi.com.tw/buy/67505L/smallimg/A.JPG,萬華區,康定路,20.0,26,8,4.9,1,1,1,1498,74.9
12258X,https://www.sinyi.com.tw/buy/house/12258X/?breadcrumb=list,https://res.sinyi.com.tw/buy/12258X/smallimg/A.JPG,士林區,中山北路五段,25.53,4,3,44.6,2,2,1,1480,57.97
62417B,https://www.sinyi.com.tw/buy/house/62417B/?breadcrumb=list,https://res.sinyi.com.tw/buy/62417B/smallimg/A.JPG,內湖區,文湖街,27.98,7,2,29.9,2,2,1,1900,67.91
98909T,https://www.sinyi.com.tw/buy/house/98909T/?breadcrumb=list,https://res.sinyi.com.tw/buy/98909T/smallimg/A.JPG,中山區,松江路,40.48,7,6,44.7,4,2,2,4680,115.61
89279N,https://www.sinyi.com.tw/buy/house/89279N/?breadcrumb=list,https://res.sinyi.com.tw/buy/89279N/smallimg/A.JPG,中山區,松江路,31.49,5,5,49.1,3,2,2,3900,123.85
60460A,https://www.sinyi.com.tw/buy/house/60460A/?breadcrumb=list,https://res.sinyi.com.tw/buy/60460A/smallimg/A.JPG,士林區,通河街,37.84,8,6,8.3,1,2,1,2398,63.37
04783N,https://www.sinyi.com.tw/buy/house/04783N/?breadcrumb=list,https://res.sinyi.com.tw/buy/04783N/smallimg/A.JPG,文山區,萬盛街,29.2,8,4,4.6,1,2,1,1860,63.7
12108G,https://www.sinyi.com.tw/buy/house/12108G/?breadcrumb=list,https://res.sinyi.com.tw/buy/12108G/smallimg/A.JPG,文山區,木新路二段,27.24,4,1,46.5,1,1,1,3980,146.11
07812L,https://www.sinyi.com.tw/buy/house/07812L/?breadcrumb=list,https://res.sinyi.com.tw/buy/07812L/smallimg/A.JPG,大安區,忠孝東路四段,52.34,7,2,39.0,3,2,2,4800,91.71
91283A,https://www.sinyi.com.tw/buy/house/91283A/?breadcrumb=list,https://res.sinyi.com.tw/buy/91283A/smallimg/A.JPG,中山區,樂群二路,15.09,11,5,12.8,1,1,1,1480,98.08
97699F,https://www.sinyi.com.tw/buy/house/97699F/?breadcrumb=list,https://res.sinyi.com.tw/buy/97699F/smallimg/A.JPG,信義區,永吉路,13.35,10,9,14.3,1,1,1,1488,111.46
41417E,https://www.sinyi.com.tw/buy/house/41417E/?breadcrumb=list,https://res.sinyi.com.tw/buy/41417E/smallimg/A.JPG,中山區,林森北路,66.48,12,3,32.9,6,6,6,4188,63.0
75526J,https://www.sinyi.com.tw/buy/house/75526J/?breadcrumb=list,https://res.sinyi.com.tw/buy/75526J/smallimg/A.JPG,萬華區,西寧南路,69.86,27,8,9.0,3,2,2,5600,80.16
10661F,https://www.sinyi.com.tw/buy/house/10661F/?breadcrumb=list,https://res.sinyi.com.tw/buy/10661F/smallimg/A.JPG,大安區,光復南路,48.05,6,1,49.8,3,2,2,9000,187.3
28134E,https://www.sinyi.com.tw/buy/house/28134E/?breadcrumb=list,https://res.sinyi.com.tw/buy/28134E/smallimg/A.JPG,信義區,信義路五段,20.37,19,19,14.2,1,1,1,2037,100.0
81958S,https://www.sinyi.com.tw/buy/house/81958S/?breadcrumb=list,https://res.sinyi.com.tw/buy/81958S/smallimg/A.JPG,松山區,復興北路,26.35,4,2,49.8,3,2,2,1880,71.35
25201Y,https://www.sinyi.com.tw/buy/house/25201Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/25201Y/smallimg/A.JPG,信義區,信義路五段,190.36,27,12,13.2,5,4,6,28600,150.24
76732D,https://www.sinyi.com.tw/buy/house/76732D/?breadcrumb=list,https://res.sinyi.com.tw/buy/76732D/smallimg/A.JPG,士林區,天母西路,34.69,5,1,41.6,3,2,2,3900,112.42
24053N,https://www.sinyi.com.tw/buy/house/24053N/?breadcrumb=list,https://res.sinyi.com.tw/buy/24053N/smallimg/A.JPG,中山區,龍江路,90.72,7,6,38.3,2,4,2,7280,80.25
80065W,https://www.sinyi.com.tw/buy/house/80065W/?breadcrumb=list,https://res.sinyi.com.tw/buy/80065W/smallimg/A.JPG,南港區,八德路四段,19.43,16,5,25.2,1,1,1,1480,76.17
24058E,https://www.sinyi.com.tw/buy/house/24058E/?breadcrumb=list,https://res.sinyi.com.tw/buy/24058E/smallimg/A.JPG,文山區,萬寧街,45.8,8,5,23.4,3,2,2,998,21.79
99936L,https://www.sinyi.com.tw/buy/house/99936L/?breadcrumb=list,https://res.sinyi.com.tw/buy/99936L/smallimg/A.JPG,大安區,大安路二段,73.22,7,5,9.3,3,2,3,12000,163.89
64316K,https://www.sinyi.com.tw/buy/house/64316K/?breadcrumb=list,https://res.sinyi.com.tw/buy/64316K/smallimg/A.JPG,中正區,廈門街,42.98,15,8,5.8,2,2,2,2980,69.33
50277U,https://www.sinyi.com.tw/buy/house/50277U/?breadcrumb=list,https://res.sinyi.com.tw/buy/50277U/smallimg/A.JPG,松山區,南京東路五段,16.94,6,6,22.7,1,1,1,1250,73.79
81958U,https://www.sinyi.com.tw/buy/house/81958U/?breadcrumb=list,https://res.sinyi.com.tw/buy/81958U/smallimg/A.JPG,北投區,公館路,86.09,5,4,5.3,3,2,1,4998,58.06
20193K,https://www.sinyi.com.tw/buy/house/20193K/?breadcrumb=list,https://res.sinyi.com.tw/buy/20193K/smallimg/A.JPG,士林區,承德路四段,51.31,16,1,24.2,3,2,2,3580,69.77
48061B,https://www.sinyi.com.tw/buy/house/48061B/?breadcrumb=list,https://res.sinyi.com.tw/buy/48061B/smallimg/A.JPG,萬華區,開封街二段,20.74,14,2,13.0,1,2,1,1700,81.97
65477F,https://www.sinyi.com.tw/buy/house/65477F/?breadcrumb=list,https://res.sinyi.com.tw/buy/65477F/smallimg/A.JPG,內湖區,康寧路三段,34.47,5,4,35.5,3,2,2,1780,51.64
86950U,https://www.sinyi.com.tw/buy/house/86950U/?breadcrumb=list,https://res.sinyi.com.tw/buy/86950U/smallimg/A.JPG,萬華區,西寧南路,32.96,27,10,9.0,2,2,1,2588,78.52
72582A,https://www.sinyi.com.tw/buy/house/72582A/?breadcrumb=list,https://res.sinyi.com.tw/buy/72582A/smallimg/A.JPG,中正區,汀州路二段,15.94,11,2,7.1,1,1,1,1350,84.69
02391T,https://www.sinyi.com.tw/buy/house/02391T/?breadcrumb=list,https://res.sinyi.com.tw/buy/02391T/smallimg/A.JPG,信義區,信安街,28.29,4,4,44.0,3,2,3,1890,66.81
74035M,https://www.sinyi.com.tw/buy/house/74035M/?breadcrumb=list,https://res.sinyi.com.tw/buy/74035M/smallimg/A.JPG,內湖區,五分街,47.21,12,1,13.4,1,2,2,2680,56.77
43102L,https://www.sinyi.com.tw/buy/house/43102L/?breadcrumb=list,https://res.sinyi.com.tw/buy/43102L/smallimg/A.JPG,萬華區,康定路,27.95,26,12,4.9,2,1,1,1800,64.4
51347Q,https://www.sinyi.com.tw/buy/house/51347Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/51347Q/smallimg/A.JPG,南港區,南港路三段,30.72,5,4,34.1,3,2,2,2150,69.99
71468R,https://www.sinyi.com.tw/buy/house/71468R/?breadcrumb=list,https://res.sinyi.com.tw/buy/71468R/smallimg/A.JPG,信義區,永吉路,25.82,4,1,48.5,4,1,3,2480,96.05
40119L,https://www.sinyi.com.tw/buy/house/40119L/?breadcrumb=list,https://res.sinyi.com.tw/buy/40119L/smallimg/A.JPG,中山區,松江路,12.34,13,12,11.2,1,1,1,1250,101.3
